id,geo_unit,level_1,level_2,level_3
ds_0316,gemeinde,Staat und Politik,2011: Kantonale Abstimmungen,13.02.2011: Kreditbegehren von 7'630'000 Franken für die Aufstockung des Berufsbildungszentrums Weinfelden
ds_0317,gemeinde,Staat und Politik,2012: Kantonale Abstimmungen,23.09.2012: Beschluss des Grossen Rates betreffend Erweiterung des Strassennetzes (Netzbeschluss um die Bodensee-Thurtalstrasse (BTS) und Oberlandstrasse (OLS))
ds_0318,gemeinde,Staat und Politik,2012: Kantonale Abstimmungen,23.09.2012: Gesetz betreffend die Änderung des Gesetzes über die Strassenverkehrsabgaben
ds_0319,gemeinde,Staat und Politik,2012: Kantonale Abstimmungen,17.06.2012: Planungs- und Baugesetz
ds_0320,gemeinde,Staat und Politik,2016: Kantonale Abstimmungen,27.11.2016: Volksinitiative 'Ja zu einer guten Thurgauer Volksschule'
ds_0321,gemeinde,Staat und Politik,2016: Kantonale Abstimmungen,05.06.2016: Kreditbegehren von 3'000'000 Franken als Anteil des Kantons Thurgau an den Kosten für die nächste Phase (2016-2019) des gemeinsam mit den Kantonen Appenzell Ausserrhoden und St. Gallen geführten Projekts 'Expo2027 Bodensee-Ostschweiz'
ds_0322,gemeinde,Staat und Politik,2017: Kantonale Abstimmungen,26.11.2017: Kreditbegehren von 26'880'000 Franken für Erweiterungsbau 2 der Pädagogischen Hochschule Kreuzlingen
ds_0323,gemeinde,Staat und Politik,2017: Kantonale Abstimmungen,12.02.2017: Volksabstimmung zum Gegenvorschlag zur Volksinitiative 'Ja zu einer intakten Thurgauer Kulturlandschaft'
ds_0324,gemeinde,Staat und Politik,2018: Kantonale Abstimmungen,23.09.2018: Beschluss des Grossen Rates über die Gewährung eines Darlehens von 25.416 Mio. Franken als Anteil des Kantons Thurgau für den Neubau des Ostschweizer Kinderspitals (OKS) in St. Gallen
ds_0325,gemeinde,Staat und Politik,2019: Kantonale Abstimmungen,19.05.2019: Volksinitiative 'Offenheit statt Geheimhaltung / Für transparente Behörden im Thurgau'
ds_0326,gemeinde,Staat und Politik,2020: Kantonale Abstimmungen,29.11.2020: Neubau Schulsportturnhalle am Bildungszentrum für Technik in Frauenfeld
ds_0327,gemeinde,Staat und Politik,2020: Kantonale Abstimmungen,27.09.2020: Ergänzungsbau Regierungsgebäude
ds_0328,gemeinde,Staat und Politik,2020: Kantonale Abstimmungen,09.02.2020: Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz)
ds_0329,gemeinde,Staat und Politik,2022: Kantonale Abstimmungen,27.11.2022: Objektkredit von Fr. 16’300’000 für den Erweiterungsbau der Kantonsschule Frauenfeld
ds_0330,gemeinde,Staat und Politik,2023: Kantonale Abstimmungen,18.06.2023: Änderung des Gesetzes über die Energienutzung
ds_0331,gemeinde,Staat und Politik,2023: Kantonale Abstimmungen,18.06.2023: Kreditbegehren über 127.2 Mio. Franken (Fr. 127'203'243.85) betreffend die Verwendung des Agios aus der Ausgabe von Partizipationsscheinen der Thurgauer Kantonalbank (TKB)
ds_0332,gemeinde,Staat und Politik,Gemeindefinanzkennzahlen,Gemeindefinanzkennzahlen
ds_0333,gemeinde,Staat und Politik,2026: Eidg. Abstimmungen,"08.03.2026: Volksinitiative 'Ja zu einer unabhängigen, freien Schweizer Währung mit Münzen oder Banknoten (Bargeld ist Freiheit)»"
ds_0334,gemeinde,Staat und Politik,2026: Eidg. Abstimmungen,08.03.2026: Bundesbeschluss über die schweizerische Währung und die Bargeldversorgung (Gegenvorschlag zur Bargeldinitiative)
ds_0335,gemeinde,Staat und Politik,2026: Eidg. Abstimmungen,08.03.2026: Bargeldinitiative und Gegenvorschlag: Stichfrage
ds_0336,gemeinde,Staat und Politik,2026: Eidg. Abstimmungen,08.03.2026: Volksinitiative '200 Franken sind genug! (SRG-Initiative)»
ds_0337,gemeinde,Staat und Politik,2026: Eidg. Abstimmungen,"08.03.2026: Volksinitiative 'Für eine gerechte Energie- und Klimapolitik: Investieren für Wohlstand, Arbeit und Umwelt (Klimafonds-Initiative)»"
ds_0338,gemeinde,Staat und Politik,2026: Eidg. Abstimmungen,08.03.2026: Bundesgesetz vom 20. Juni 2025 über die Individualbesteuerung
ds_0339,gemeinde,Staat und Politik,2025: Kantonale Abstimmungen,28.09.2025: Ruhetagsgesetz
ds_0340,gemeinde,Staat und Politik,2025: Kantonale Abstimmungen,18.05.2025: Abschaffung der Liegenschaftensteuer
ds_0341,gemeinde,Wirtschaft und Arbeit,Beschäftigte,Veränderung Beschäftigte total gegenüber vor 5 Jahren
ds_0342,gemeinde,Wirtschaft und Arbeit,Beschäftigte,Vorjahresveränderung Beschäftigte total
ds_0343,gemeinde,Wirtschaft und Arbeit,Beschäftigte,Veränderung Beschäftigte nach Sektor gegenüber vor 5 Jahren (in % Punkten)
ds_0344,gemeinde,Wirtschaft und Arbeit,Beschäftigte,Vorjahresveränderung Beschäftigte nach Sektor (in %)
ds_0345,gemeinde,Wirtschaft und Arbeit,Beschäftigte,Beschäftigte total
ds_0346,gemeinde,Wirtschaft und Arbeit,Beschäftigte,Beschäftigte nach Sektor
ds_0347,gemeinde,Wirtschaft und Arbeit,Arbeitsstätten,Veränderung Arbeitsstätten total gegenüber vor 5 Jahren
ds_0348,gemeinde,Wirtschaft und Arbeit,Arbeitsstätten,Vorjahresveränderung Arbeitsstätten total
ds_0349,gemeinde,Wirtschaft und Arbeit,Arbeitsstätten,Veränderung Arbeitsstätten nach Sektor gegenüber vor 5 Jahren (in % Punkten)
ds_0350,gemeinde,Wirtschaft und Arbeit,Arbeitsstätten,Vorjahresveränderung Arbeitsstätten nach Sektor (in %)
ds_0351,gemeinde,Wirtschaft und Arbeit,Arbeitsstätten,Arbeitsstätten total
ds_0352,gemeinde,Wirtschaft und Arbeit,Arbeitsstätten,Arbeitsstätten nach Sektor
ds_0353,gemeinde,Wirtschaft und Arbeit,Grenzgänger/innen,Grenzgänger/innen total
ds_0354,gemeinde,Wirtschaft und Arbeit,Grenzgänger/innen,Anteil Grenzgänger/innen am Total der Beschäftigten
ds_0355,zusatzdaten,Bevölkerung und Soziales,Bevölkerung nach Altersklasse Geschlecht,NA
